sample_id,json_key,violation_type,detected_violation,level,language,model,model_raw,strategy,violation_match,tp,fp,fn,tn,accuracy,expected_violation_raw,detected_violation_raw,processing_group
isp--gpt-4o-mini--example_isp_23,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_24,isp--gpt-4o-mini--example,ISP,LSP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_25,isp--gpt-4o-mini--example,ISP,LSP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_26,isp--gpt-4o-mini--example,ISP,ISP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_27,isp--gpt-4o-mini--example,ISP,ISP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_28,isp--gpt-4o-mini--example,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_29,isp--gpt-4o-mini--example,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_30,isp--gpt-4o-mini--example,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_31,isp--gpt-4o-mini--example,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_32,isp--gpt-4o-mini--example,ISP,LSP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_33,isp--gpt-4o-mini--example,ISP,LSP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_34,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_35,isp--gpt-4o-mini--example,ISP,LSP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_36,isp--gpt-4o-mini--example,ISP,LSP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_37,isp--gpt-4o-mini--example,ISP,LSP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_38,isp--gpt-4o-mini--example,ISP,ISP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_39,isp--gpt-4o-mini--example,ISP,LSP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--example_isp_40,isp--gpt-4o-mini--example,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_41,isp--gpt-4o-mini--example,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_42,isp--gpt-4o-mini--example,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_43,isp--gpt-4o-mini--example,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_44,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_45,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_46,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--example_isp_47,isp--gpt-4o-mini--example,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_0,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_1,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_2,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_3,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_4,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_5,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_6,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_7,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_8,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_9,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_10,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_11,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_12,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_13,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_14,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,EASY,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_15,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_16,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_17,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_18,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_19,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_20,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_21,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_22,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_23,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_24,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_25,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_26,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_27,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_28,isp--qwen2.5-coder32b-temp0-latest--default,ISP,NONE,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,0,1,0,0,ISP,NONE,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_29,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_30,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_31,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_32,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_33,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_34,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_35,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_36,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_37,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,EASY,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_38,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,EASY,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_39,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,EASY,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_40,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_41,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_42,isp--qwen2.5-coder32b-temp0-latest--default,ISP,,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_43,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_44,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_45,isp--qwen2.5-coder32b-temp0-latest--default,ISP,LSP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,LSP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_46,isp--qwen2.5-coder32b-temp0-latest--default,ISP,SRP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,False,0,1,0,0,0,ISP,SRP,isp
isp--qwen2.5-coder32b-temp0-latest--default_isp_47,isp--qwen2.5-coder32b-temp0-latest--default,ISP,ISP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_0,isp--gpt-4o-mini--default,ISP,ISP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_1,isp--gpt-4o-mini--default,ISP,LSP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_2,isp--gpt-4o-mini--default,ISP,ISP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_3,isp--gpt-4o-mini--default,ISP,ISP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_4,isp--gpt-4o-mini--default,ISP,ISP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_5,isp--gpt-4o-mini--default,ISP,ISP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_6,isp--gpt-4o-mini--default,ISP,ISP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_7,isp--gpt-4o-mini--default,ISP,ISP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_8,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_9,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_10,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_11,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_12,isp--gpt-4o-mini--default,ISP,ISP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_13,isp--gpt-4o-mini--default,ISP,LSP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_14,isp--gpt-4o-mini--default,ISP,ISP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_15,isp--gpt-4o-mini--default,ISP,ISP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_16,isp--gpt-4o-mini--default,ISP,ISP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_17,isp--gpt-4o-mini--default,ISP,ISP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_18,isp--gpt-4o-mini--default,ISP,ISP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_19,isp--gpt-4o-mini--default,ISP,ISP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_20,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_21,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_22,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_23,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_24,isp--gpt-4o-mini--default,ISP,ISP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_25,isp--gpt-4o-mini--default,ISP,LSP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_26,isp--gpt-4o-mini--default,ISP,ISP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_27,isp--gpt-4o-mini--default,ISP,LSP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_28,isp--gpt-4o-mini--default,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_29,isp--gpt-4o-mini--default,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_30,isp--gpt-4o-mini--default,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_31,isp--gpt-4o-mini--default,ISP,ISP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_32,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_33,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_34,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_35,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_36,isp--gpt-4o-mini--default,ISP,ISP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_37,isp--gpt-4o-mini--default,ISP,LSP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_38,isp--gpt-4o-mini--default,ISP,ISP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_39,isp--gpt-4o-mini--default,ISP,LSP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,False,0,1,0,0,0,ISP,LSP,isp
isp--gpt-4o-mini--default_isp_40,isp--gpt-4o-mini--default,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_41,isp--gpt-4o-mini--default,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_42,isp--gpt-4o-mini--default,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_43,isp--gpt-4o-mini--default,ISP,ISP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_44,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_45,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_46,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--gpt-4o-mini--default_isp_47,isp--gpt-4o-mini--default,ISP,ISP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,default,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--example_isp_0,isp--qwen2.5-coder32b-temp0-latest--example,ISP,LSP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,example,False,0,1,0,0,0,ISP,LSP,isp
isp--qwen2.5-coder32b-temp0-latest--example_isp_1,isp--qwen2.5-coder32b-temp0-latest--example,ISP,LSP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,example,False,0,1,0,0,0,ISP,LSP,isp
isp--qwen2.5-coder32b-temp0-latest--example_isp_2,isp--qwen2.5-coder32b-temp0-latest--example,ISP,ISP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,example,True,1,0,0,0,1,ISP,ISP,isp
isp--qwen2.5-coder32b-temp0-latest--example_isp_3,isp--qwen2.5-coder32b-temp0-latest--example,ISP,LSP,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,example,False,0,1,0,0,0,ISP,LSP,isp
